"R0000100","R0618300","R2925010","R2928400","T1215600"
7669,51,1000,3,1
7670,15,437,-2,1
7671,8,673,3,-5
7672,3,370,-2,1
7673,3,-4,-4,1
7674,12,-5,-5,-5
7675,8,400,3,1
7676,68,-4,-4,3
7677,73,-4,-4,1
7678,4,609,4,-5
7679,22,350,3,1
7680,7,450,3,-5
7681,8,116,0,-5
7682,8,345,3,1
7683,23,-5,-5,-5
7684,36,633,3,1
7685,23,300,2,1
7686,-4,690,3,-5
7687,49,1306,4,5
7688,23,547,3,1
7689,21,835,4,1
7690,32,1250,5,3
7691,19,116,5,3
7692,12,930,5,3
7693,16,166,2,1
7694,4,390,3,1
7695,16,428,3,-4
7696,2,437,3,1
7697,37,437,3,1
7698,32,950,4,-5
7699,13,290,1,1
7700,1,775,3,1
7701,10,-4,-4,8
7702,35,-4,-4,-5
7703,46,1721,5,4
7704,2,-4,-4,1
7705,29,400,2,1
7706,25,315,3,1
7707,69,-5,-5,3
7708,72,1682,5,3
7709,15,880,3,2
7710,3,461,1,1
7711,10,470,3,1
7712,36,425,3,1
7713,11,-4,-4,-5
7714,13,500,2,-5
7715,5,500,2,-5
7716,74,1319,1,1
7717,36,1250,4,2
7718,39,1333,2,-5
7719,74,1744,5,5
7720,81,950,5,4
7721,49,-5,-5,-5
7722,96,-4,-4,-5
7723,97,-4,6,-5
7724,87,1837,5,-5
7725,-4,-5,-5,-5
7726,-4,-5,-5,-5
7727,44,1490,4,-5
7728,70,1200,3,-5
7729,-4,1500,4,-5
7730,76,500,3,-5
7731,91,1391,4,-5
7732,91,2291,6,-5
7733,-4,325,0,1
7734,41,525,3,-5
7735,51,-4,-4,-5
7736,64,931,5,-5
7737,-4,872,2,-5
7738,46,897,6,-5
7739,40,961,3,-5
7740,62,1625,4,-5
7741,92,1666,5,-5
7742,-4,901,3,-5
7743,90,1076,6,-5
7744,80,961,5,-5
7745,70,-5,-5,-5
7746,94,1686,5,-5
7747,74,500,4,-5
7748,58,-5,-5,4
7749,-4,-5,-5,-5
7750,62,1118,2,2
7751,89,-5,-5,-5
7752,92,1755,4,-5
7753,74,-4,0,3
7754,48,1046,5,5
7755,-4,961,5,-5
7756,62,1250,5,-5
7757,82,1153,5,-5
7758,38,250,1,-5
7759,84,-4,-4,-5
7760,82,1346,5,5
7761,99,937,5,-5
7762,95,-5,-5,-5
7763,93,32692,6,-5
7764,78,1490,5,-5
7765,77,3200,6,-5
7766,-4,-5,-5,-5
7767,90,1206,5,-5
7768,58,600,5,-5
7769,49,-4,5,-5
7770,88,1350,6,-5
7771,81,726,5,-5
7772,71,1105,5,-5
7773,71,800,4,3
7774,33,671,4,5
7775,78,867,5,-5
7776,95,2403,5,-5
7777,93,1855,5,-5
7778,56,180,0,-5
7779,11,62,1,-5
7780,51,945,0,-5
7781,22,400,1,-5
7782,-4,37,0,-5
7783,84,673,0,-5
7784,65,-4,4,-5
7785,84,-5,-5,-5
7786,56,920,4,-5
7787,71,575,3,-5
7788,18,1005,3,-5
7789,12,700,3,0
7790,3,888,3,1
7791,21,1010,3,1
7792,31,948,3,1
7793,1,-5,-5,1
7794,16,636,4,1
7795,7,653,3,1
7796,11,660,3,1
7797,13,-4,-4,-5
7798,5,335,2,-5
7799,14,-4,-4,-5
7800,27,961,5,-5
7801,49,360,2,1
7802,1,-4,-4,1
7803,1,1000,2,0
7804,10,1062,3,1
7805,39,777,2,1
7806,10,-4,-4,1
7807,3,-4,-4,-5
7808,13,-4,-4,1
7809,5,930,3,1
7810,13,600,2,1
7811,21,465,3,1
7812,4,812,3,-5
7813,25,-5,-5,-5
7814,21,988,0,1
7815,1,-4,-4,1
7816,1,450,3,-5
7817,13,750,3,1
7818,32,1187,3,2
7819,18,722,4,1
7820,11,625,0,1
7821,50,687,1,-5
7822,15,665,4,1
7823,11,-4,-4,1
7824,73,1388,3,-5
7825,16,1494,4,1
7826,22,666,3,-5
7827,-4,-5,-5,-5
7828,1,450,1,0
7829,12,872,3,1
7830,10,-4,-4,1
7831,19,744,3,1
7832,34,-4,-4,-5
7833,63,1800,4,8
7834,47,639,2,1
7835,25,717,3,1
7836,4,-4,-4,-5
7837,3,2000,0,0
7838,20,950,4,1
7839,1,350,0,0
7840,7,-4,-4,-5
7841,1,-4,-4,0
7842,13,-4,-4,-4
7843,42,-5,-5,1
7844,-4,-5,-5,-5
7845,-4,575,3,1
7846,7,500,4,1
7847,2,-5,-5,-5
7848,4,-5,-5,1
7849,1,-4,-4,0
7850,28,985,4,1
7851,10,-4,-4,-5
7852,77,1201,4,4
7853,32,-5,-5,-5
7854,51,700,3,2
7855,6,1771,0,1
7856,17,691,3,1
7857,24,1000,3,-5
7858,-4,525,0,1
7859,27,519,-2,1
7860,5,850,0,1
7861,10,1000,3,1
7862,-4,-5,-5,-5
7863,21,750,0,-5
7864,32,500,3,1
7865,4,-4,-4,0
7866,4,425,0,0
7867,16,1195,0,1
7868,16,497,3,0
7869,11,384,1,0
7870,52,700,1,-5
7871,52,1000,3,1
7872,35,625,2,1
7873,40,560,3,1
7874,99,1606,3,-5
7875,48,961,3,-5
7876,57,1200,4,1
7877,51,855,4,-5
7878,27,425,1,-5
7879,26,387,3,-5
7880,98,550,2,-5
7881,31,550,2,-5
7882,35,824,3,0
7883,52,725,3,0
7884,37,-4,1,1
7885,21,-4,-4,0
7886,35,269,2,1
7887,93,1297,4,-5
7888,22,487,4,-5
7889,67,833,2,-5
7890,29,1098,2,-5
7891,64,961,-2,1
7892,55,-4,-4,-5
7893,33,-4,3,-5
7894,63,900,2,-5
7895,68,-4,-4,-5
7896,24,769,3,-5
7897,84,-4,-4,-5
7898,61,756,3,-5
7899,15,600,1,0
7900,37,550,3,1
7901,2,440,0,-5
7902,68,913,5,-5
7903,17,697,3,4
7904,77,-4,-4,-5
7905,61,-5,-5,-5
7906,-4,225,2,-5
7907,1,407,3,0
7908,51,-4,-4,1
7909,80,1146,3,3
7910,28,424,2,1
7911,26,500,3,-5
7912,27,400,-2,-5
7913,21,-5,-5,1
7914,-4,-4,-4,-5
7915,66,375,3,-5
7916,59,392,4,-5
7917,19,500,2,-5
7918,29,-4,-4,-5
7919,12,-4,-4,-5
7920,42,-4,-4,-5
7921,4,510,0,-5
7922,45,575,4,-5
7923,53,1802,3,1
7924,-4,-5,-5,-5
7925,40,1000,3,1
7926,21,930,3,1
7927,43,1134,2,-5
7928,18,1279,4,-5
7929,10,700,2,-5
7930,11,-4,4,1
7931,2,-4,-4,-5
7932,4,997,2,-5
7933,33,-5,-5,1
7934,19,-4,-4,1
7935,45,1075,4,-5
7936,18,470,2,2
7937,4,-4,-4,0
7938,5,535,6,1
7939,35,-4,-4,-5
7940,51,872,4,2
7941,98,-5,-5,-5
7942,46,-5,-5,-5
7943,23,550,3,1
7944,35,675,4,1
7945,18,-4,-4,1
7946,19,845,2,1
7947,42,-4,-4,-5
7948,8,-4,-4,-5
7949,10,-4,-4,0
7950,31,-4,-4,1
7951,16,-5,-5,1
7952,2,-4,-4,0
7953,-4,933,2,0
7954,2,735,2,1
7955,6,-4,1,-5
7956,58,961,6,1
7957,10,746,0,0
7958,11,769,4,-5
7959,19,595,3,1
7960,38,930,2,-5
7961,32,500,0,-5
7962,6,-4,-4,-5
7963,2,-4,-4,0
7964,49,-4,4,2
7965,61,750,2,1
7966,27,511,0,8
7967,21,465,2,0
7968,16,425,3,8
7969,23,615,4,-5
7970,-4,629,3,1
7971,4,-4,-4,0
7972,4,475,0,1
7973,31,528,3,1
7974,16,-4,1,1
7975,-4,-5,-5,0
7976,7,450,1,-5
7977,32,500,1,0
7978,19,500,0,0
7979,28,1666,3,5
7980,77,1800,6,5
7981,16,-4,-4,2
7982,29,2019,4,4
7983,33,750,3,1
7984,31,-4,-4,0
7985,24,736,3,1
7986,21,575,2,0
7987,28,700,5,8
7988,5,610,5,2
7989,-4,600,3,-5
7990,13,-5,-5,1
7991,56,950,4,1
7992,14,2495,3,0
7993,28,1600,4,1
7994,23,-4,-4,0
7995,38,1361,3,0
7996,73,1200,3,-5
7997,80,1360,2,1
7998,79,1940,5,4
7999,12,-4,-4,-5
8000,76,3846,5,4
8001,39,130,0,0
8002,12,1000,2,0
8003,47,1204,5,4
8004,15,1923,4,1
8005,35,1175,4,1
8006,29,900,3,1
8007,16,930,4,-4
8008,-4,884,5,-5
8009,36,-4,-4,1
8010,41,387,3,0
8011,23,2000,1,0
8012,87,465,0,-5
8013,58,-4,-4,1
8014,2,-5,-5,-5
8015,8,200,2,-5
8016,4,365,2,-5
8017,11,645,2,-5
8018,22,-4,-4,-5
8019,-4,-5,-5,-5
8020,-4,-5,-5,-5
8021,55,2884,5,-5
8022,30,917,3,1
8023,26,745,3,-5
8024,15,1515,3,-5
8025,8,930,3,1
8026,26,2019,3,-5
8027,46,1000,0,1
8028,31,450,-3,2
8029,19,1650,4,-5
8030,16,550,3,-5
8031,7,608,3,-5
8032,64,1009,4,1
8033,22,1688,3,3
8034,6,830,2,4
8035,19,735,4,7
8036,23,950,3,1
8037,54,-5,-5,-5
8038,75,1012,4,6
8039,9,-4,-4,0
8040,25,950,3,2
8041,58,-4,-4,1
8042,55,-5,-5,-5
8043,46,1788,3,-5
8044,30,135,-3,1
8045,23,580,2,-5
8046,89,3307,0,3
8047,13,600,3,1
8048,13,600,3,1
8049,44,703,4,1
8050,18,500,3,-5
8051,28,-4,0,-5
8052,12,1279,4,2
8053,44,-4,3,-5
8054,55,600,3,-5
8055,42,1020,3,-5
8056,91,675,4,-5
8057,8,-4,-4,0
8058,-4,-4,-4,1
8059,1,-4,-4,0
8060,-4,1100,0,-5
8061,7,-4,-4,0
8062,5,-5,-5,-5
8063,15,1375,0,0
8064,6,1050,4,-5
8065,5,-5,-5,-5
8066,4,600,4,-5
8067,7,-4,-4,-5
8068,30,850,3,-5
8069,25,713,2,1
8070,6,-4,0,-5
8071,91,-5,-5,-5
8072,77,1270,5,-5
8073,27,-4,0,-5
8074,53,1346,4,1
8075,58,2000,3,-5
8076,65,700,3,-5
8077,27,986,6,5
8078,30,984,5,4
8079,17,-5,-5,-5
8080,44,1346,4,-5
8081,61,1715,4,-5
8082,53,872,3,-5
8083,33,715,3,1
8084,32,500,0,-5
8085,68,1057,4,-5
8086,82,1744,2,-5
8087,95,1600,4,2
8088,49,2812,1,-5
8089,82,1535,4,-5
8090,88,527,5,-5
8091,2,666,0,-5
8092,94,4000,4,-5
8093,-4,-4,-4,-5
8094,5,174,3,8
8095,24,-5,-5,-5
8096,5,775,-2,1
8097,35,1200,0,1
8098,9,1625,1,0
8099,-4,-5,-5,-5
8100,5,800,0,0
8101,5,1500,0,0
8102,1,-4,-4,0
8103,1,525,0,0
8104,73,1512,3,1
8105,52,988,4,4
8106,4,1173,2,0
8107,1,925,1,0
8108,16,1931,3,1
8109,18,600,2,-5
8110,57,897,4,2
8111,32,1208,5,5
8112,5,-5,-5,-5
8113,77,1186,3,1
8114,2,710,0,-5
8115,4,1058,2,0
8116,4,550,0,0
8117,47,750,2,1
8118,86,2203,5,-5
8119,96,2000,4,-5
8120,70,425,6,7
8121,53,1500,6,7
8122,-4,-5,-5,-5
8123,72,897,6,6
8124,12,930,3,1
8125,3,-4,-4,-5
8126,56,-4,-4,1
8127,21,-4,-4,0
8128,8,664,2,2
8129,26,1356,3,1
8130,66,290,4,-5
8131,36,1211,4,-5
8132,77,625,0,-5
8133,73,1176,4,1
8134,89,1314,6,-5
8135,97,2500,5,-5
8136,47,1468,5,-5
8137,84,850,3,-5
8138,40,-4,-4,4
8139,49,960,0,1
8140,12,-4,-4,8
8141,8,1000,3,1
8142,32,697,3,1
8143,13,279,2,1
8144,4,400,0,-5
8145,42,1462,3,0
8146,22,1303,3,1
8147,35,-5,-5,-5
8148,35,1000,0,1
8149,69,1000,4,1
8150,75,700,4,5
8151,13,218,5,3
8152,44,1200,5,4
8153,23,1442,4,-5
8154,19,700,3,1
8155,18,1634,5,4
8156,28,1046,3,4
8157,58,-5,-5,-5
8158,28,1498,3,3
8159,16,771,1,1
8160,16,850,3,1
8161,1,-4,-4,0
8162,30,2637,3,1
8163,71,1025,3,1
8164,18,1046,1,-5
8165,44,-5,-5,1
8166,99,800,5,-5
8167,94,-5,-5,-5
8168,17,1581,3,-5
8169,35,839,1,4
8170,63,1250,4,1
8171,59,1223,3,-5
8172,65,-4,-4,-5
8173,1,805,2,1
8174,4,4687,0,0
8175,14,425,2,1
8176,6,888,3,1
8177,1,1100,1,0
8178,6,-4,3,0
8179,16,915,0,8
8180,-3,-5,-5,-5
8181,21,1925,3,1
8182,5,-4,-4,-5
8183,2,-4,-4,1
8184,13,1000,2,0
8185,3,565,2,-5
8186,2,2333,3,0
8187,28,-5,-5,-5
8188,1,-4,-4,-5
8189,8,-4,-4,-5
8190,1,1225,3,0
8191,47,816,3,1
8192,54,1442,5,-5
8193,51,-4,-4,1
8194,1,-4,0,1
8195,12,181,2,-5
8196,40,-4,-4,-5
8197,2,2142,2,0
8198,-3,-4,-4,0
8199,-4,-4,-4,-5
8200,13,900,2,1
8201,18,500,0,0
8202,1,-4,-4,-5
8203,26,-4,4,-5
8204,6,-5,-5,-5
8205,3,825,3,-5
8206,39,690,3,1
8207,3,1875,0,0
8208,38,737,4,2
8209,3,332,3,1
8210,11,-4,-4,0
8211,5,450,1,-5
8212,79,1442,4,4
8213,9,290,3,0
8214,9,1343,2,1
8215,45,972,3,-5
8216,2,912,3,0
8217,53,983,5,5
8218,46,687,3,1
8219,43,550,4,3
8220,-4,-4,5,-5
8221,48,-4,-4,-5
8222,58,550,3,-5
8223,49,-4,3,-5
8224,38,833,3,1
8225,47,-4,-4,-5
8226,93,2750,5,4
8227,76,1083,3,4
8228,74,1600,3,1
8229,25,1625,2,1
8230,1,132,0,-5
8231,1,500,1,-5
8232,1,600,0,0
8233,10,1104,3,1
8234,2,-5,-5,-5
8235,75,1075,4,-4
8236,84,865,6,8
8237,85,1937,6,5
8238,42,875,4,2
8239,44,1057,4,1
8240,15,-4,3,1
8241,35,1250,3,-5
8242,49,1236,3,-5
8243,45,1375,2,1
8244,14,1375,3,1
8245,3,295,0,-4
8246,11,750,3,1
8247,3,-4,-4,1
8248,10,-5,-5,-5
8249,18,750,3,1
8250,1,-4,2,1
8251,38,1100,4,0
8252,18,-4,-4,-5
8253,6,510,3,0
8254,6,-4,-4,1
8255,3,-5,-5,1
8256,15,-4,-4,3
8257,22,-4,-4,8
8258,1,686,0,-5
8259,4,898,1,0
8260,10,600,2,-5
8261,9,-4,-4,0
8262,16,1220,3,5
8263,70,785,3,5
8264,4,-4,-4,0
8265,6,86900,3,1
8266,10,600,4,1
8267,19,995,2,1
8268,8,-4,3,1
8269,3,-4,-4,1
8270,28,1800,3,1
8271,32,802,4,1
8272,23,1694,4,1
8273,67,1400,3,1
8274,1,850,0,1
8275,41,1470,2,0
8276,29,435,2,1
8277,18,-5,-5,-5
8278,8,650,4,0
8279,20,5,3,8
8280,-3,-5,-5,-5
8281,42,-5,-5,-5
8282,45,1000,2,0
8283,4,-4,-4,-5
8284,-4,750,0,-5
8285,32,1068,3,-5
8286,21,-4,-4,1
8287,5,-4,-4,0
8288,14,-5,-5,-5
8289,6,-4,-4,0
8290,16,900,3,1
8291,25,600,3,1
8292,1,875,1,0
8293,17,-4,-4,1
8294,11,619,3,1
8295,9,693,1,1
8296,4,440,0,0
8297,-4,700,2,0
8298,-3,-4,-4,0
8299,84,1000,4,2
8300,87,1400,4,2
8301,15,1550,3,2
8302,72,335,3,3
8303,44,410,3,-5
8304,59,1112,3,1
8305,1,385,0,0
8306,9,425,2,-5
8307,-4,581,0,0
8308,11,440,0,-5
8309,5,400,0,0
8310,-4,-4,-4,-5
8311,91,800,3,-5
8312,49,-4,0,-5
8313,28,615,0,-5
8314,21,784,2,1
8315,31,670,3,1
8316,53,562,0,2
8317,32,595,1,1
8318,32,1022,0,-5
8319,35,674,3,1
8320,37,1022,3,1
8321,9,400,0,0
8322,9,667,0,1
8323,35,776,4,1
8324,46,988,3,-5
8325,30,700,0,-5
8326,25,-5,-5,-5
8327,3,864,3,1
8328,28,385,0,1
8329,10,395,0,1
8330,6,575,3,1
8331,4,575,0,0
8332,1,-5,-5,-5
8333,34,600,3,1
8334,12,630,2,1
8335,18,384,0,-5
8336,41,639,3,-5
8337,27,348,0,1
8338,48,461,3,-5
8339,42,465,3,1
8340,32,550,0,0
8341,66,1000,4,2
8342,18,-5,-5,8
8343,10,-4,-4,1
8344,6,1442,3,1
8345,12,-4,-4,2
8346,29,-4,-4,5
8347,11,708,-2,-5
8348,25,550,3,1
8349,16,1007,2,1
8350,-4,875,3,-5
8351,36,600,3,1
8352,21,-4,-4,2
8353,1,600,0,0
8354,13,-4,-4,1
8355,27,1100,2,-5
8356,-4,583,1,1
8357,8,-4,-4,1
8358,-4,-4,1,1
8359,-4,435,1,0
8360,25,1071,3,1
8361,57,1610,4,1
8362,31,144,0,-5
8363,82,77,0,-5
8364,7,860,2,0
8365,38,1682,0,-5
8366,3,-4,-4,-5
8367,18,435,0,-5
8368,50,736,2,-5
8369,54,1200,3,-5
8370,29,875,3,-5
8371,51,-5,-5,-5
8372,99,460,4,-5
8373,39,400,2,-5
8374,35,335,3,1
8375,25,-4,-4,1
8376,13,-4,-4,1
8377,6,-4,-4,0
8378,13,495,1,0
8379,44,1000,4,8
8380,12,750,3,2
8381,52,895,3,1
8382,30,635,3,1
8383,6,-4,-4,1
8384,2,935,3,-5
8385,13,735,2,0
8386,77,650,3,0
8387,15,627,3,-5
8388,12,800,2,0
8389,15,750,1,1
8390,23,950,4,2
8391,36,1166,3,1
8392,75,700,4,-5
8393,11,550,2,0
8394,6,500,3,0
8395,70,-4,-4,4
8396,36,725,2,1
8397,12,-5,-5,-5
8398,22,-4,-4,1
8399,15,812,4,5
8400,9,-4,-4,-5
8401,4,400,0,0
8402,28,500,3,2
8403,29,-5,-5,-5
8404,24,-5,-5,-5
8405,3,-4,-4,0
8406,9,962,2,0
8407,4,-4,-4,-5
8408,27,852,4,1
8409,80,76,0,4
8410,-4,-5,-5,-5
8411,32,-4,-4,1
8412,15,600,3,1
8413,17,450,3,1
8414,65,692,3,4
8415,17,600,3,1
8416,35,1145,5,4
8417,42,967,5,3
8418,25,385,0,-5
8419,39,385,1,-5
8420,20,363,6,1
8421,24,708,0,1
8422,47,535,1,2
8423,15,605,3,1
8424,11,370,1,-5
8425,50,-4,-4,-5
8426,38,1000,3,-5
8427,12,-5,-5,-5
8428,25,1000,0,5
8429,42,-4,0,-5
8430,71,1279,4,2
8431,41,650,3,4
8432,2,510,3,1
8433,8,1225,3,1
8434,48,500,4,2
8435,66,1155,4,-5
8436,-4,694,3,-5
8437,49,-4,-4,-5
8438,3,555,0,-5
8439,14,100,1,-5
8440,11,350,2,0
8441,12,475,1,0
8442,7,675,3,0
8443,51,-4,-4,-5
8444,30,971,3,-5
8445,35,-4,-4,-5
8446,3,-5,-5,-5
8447,-4,500,0,-5
8448,38,1031,3,-5
8449,28,428,4,-5
8450,-4,-5,-5,-5
8451,-4,-5,-5,-5
8452,4,450,0,-5
8453,69,699,1,-5
8454,92,-4,6,-5
8455,31,425,2,-5
8456,80,-5,-5,-5
8457,22,755,4,-5
8458,55,500,3,-5
8459,15,832,1,-5
8460,10,500,-2,-5
8461,25,745,3,1
8462,9,532,3,-5
8463,71,750,3,4
8464,61,525,2,-5
8465,39,-4,-4,-5
8466,33,850,3,-5
8467,18,725,0,-5
8468,73,-5,-5,1
8469,48,1115,5,4
8470,23,698,1,-5
8471,31,795,3,-5
8472,38,998,3,-5
8473,32,328,2,0
8474,26,673,2,5
8475,2,750,2,1
8476,19,600,3,-5
8477,8,-4,-4,1
8478,13,900,3,1
8479,22,450,2,1
8480,9,431,3,1
8481,5,678,0,1
8482,13,703,3,2
8483,17,335,2,1
8484,52,380,3,3
8485,7,587,-2,1
8486,29,520,0,-5
8487,4,857,3,-5
8488,76,1374,4,4
8489,39,-4,-4,4
8490,17,-4,-4,-4
8491,56,736,0,-5
8492,46,633,3,2
8493,25,800,3,1
8494,13,695,2,1
8495,8,416,3,1
8496,42,-5,-5,-5
8497,28,425,3,1
8498,23,-4,-4,2
8499,13,-4,-4,1
8500,11,345,3,1
8501,1,642,2,0
8502,21,531,0,0
8503,8,-4,-4,1
8504,5,355,3,1
8505,13,651,3,-5
8506,18,630,-2,1
8507,-4,585,1,0
8508,2,-4,-4,0
8509,23,-4,-4,1
8510,19,-4,-4,1
8511,23,697,4,1
8512,16,-4,5,-5
8513,27,721,4,8
8514,22,1037,3,-5
8515,72,-4,-4,-5
8516,86,-4,-4,-5
8517,48,-5,-5,5
8518,65,1250,4,-5
8519,55,375,4,-5
8520,94,-4,5,-5
8521,44,901,2,-5
8522,16,250,3,-5
8523,15,1700,2,-5
8524,63,825,0,-5
8525,42,500,3,-5
8526,4,500,1,-5
8527,5,450,1,-5
8528,20,205,0,-5
8529,23,700,4,-5
8530,17,720,3,-5
8531,20,1030,0,-5
8532,10,660,3,1
8533,76,1279,5,-5
8534,87,1246,5,-5
8535,25,812,3,1
8536,23,91,3,0
8537,39,1104,6,5
8538,3,219,0,-5
8539,13,812,0,2
8540,25,769,3,1
8541,32,1136,3,4
8542,35,575,0,-5
8543,66,500,3,-5
8544,13,600,0,-5
8545,57,600,1,-5
8546,53,975,0,-5
8547,9,-5,-5,-5
8548,39,545,0,-5
8549,62,988,3,1
8550,7,-4,1,-5
8551,37,-4,-4,-5
8552,28,500,3,1
8553,68,1244,4,2
8554,43,-4,-4,-5
8555,40,1286,3,-5
8556,23,961,3,-5
8557,3,450,0,1
8558,26,575,3,1
8559,22,1047,4,1
8560,27,510,3,1
8561,15,335,0,1
8562,23,-4,3,-5
8563,29,775,3,-5
8564,16,656,3,-5
8565,6,675,3,-5
8566,45,575,1,-5
8567,1,350,0,-5
8568,48,609,3,1
8569,1,504,0,1
8570,5,-4,-4,0
8571,10,-4,-4,-5
8572,32,525,0,-5
8573,1,518,0,0
8574,1,583,3,0
8575,2,800,0,1
8576,9,500,0,0
8577,18,-4,-4,1
8578,11,765,2,0
8579,5,365,3,1
8580,1,475,0,1
8581,4,467,1,-5
8582,13,1087,3,1
8583,23,530,3,1
8584,4,-5,-5,-5
8585,23,888,3,-5
8586,5,830,1,1
8587,4,665,2,1
8588,33,1125,3,1
8589,3,400,1,-5
8590,6,585,0,-5
8591,6,560,0,-5
8592,1,-5,-5,-5
8593,13,650,3,-5
8594,1,750,2,-5
8595,1,388,2,-5
8596,21,598,1,-5
8597,2,600,2,0
8598,1,-4,-4,0
8599,9,910,4,1
8600,1,700,0,1
8601,23,1071,3,1
8602,6,1254,1,1
8603,42,701,3,-5
8604,22,985,3,1
8605,8,500,0,1
8606,25,1450,2,-5
8607,29,-5,-5,-5
8608,35,880,3,1
8609,42,800,3,1
8610,93,455,2,-5
8611,87,-4,-4,-5
8612,38,-5,-5,1
8613,21,781,4,1
8614,8,-4,-4,0
8615,13,400,3,1
8616,25,992,5,5
8617,12,3125,0,1
8618,18,426,4,-5
8619,43,801,5,4
8620,20,-4,-4,1
8621,14,600,3,1
8622,11,500,4,2
8623,67,-4,-4,3
8624,-4,-4,-4,3
8625,37,934,3,-4
8626,4,-4,-4,8
8627,1,333,3,1
8628,4,550,0,1
8629,1,500,3,-5
8630,4,600,3,1
8631,1,525,0,1
8632,21,-4,-4,-5
8633,20,500,0,1
8634,19,350,2,1
8635,54,800,4,-5
8636,18,721,3,-4
8637,67,550,3,-5
8638,30,615,5,2
8639,11,-4,-4,1
8640,71,1775,5,5
8641,10,650,3,1
8642,10,500,2,1
8643,12,550,3,1
8644,5,800,3,-5
8645,13,576,3,1
8646,18,-5,-5,-5
8647,7,500,3,-5
8648,17,-4,-4,1
8649,5,-4,-4,1
8650,7,-4,-4,0
8651,5,335,3,1
8652,32,803,4,1
8653,12,-5,-5,1
8654,4,900,3,-5
8655,32,525,3,1
8656,2,615,3,-5
8657,7,1825,3,0
8658,23,661,3,1
8659,22,720,3,-5
8660,22,442,3,1
8661,13,812,3,0
8662,4,345,2,1
8663,29,-4,-4,1
8664,22,786,4,2
8665,16,355,2,1
8666,27,700,3,-5
8667,13,750,3,1
8668,15,865,4,4
8669,4,1000,4,5
8670,19,92,4,4
8671,-4,-4,-4,-5
8672,1,500,0,-5
8673,45,725,3,1
8674,14,-4,-4,-5
8675,-4,833,0,-4
8676,-4,600,3,1
8677,13,-4,-4,-5
8678,1,475,-2,1
8679,5,425,2,1
8680,11,-5,-5,1
8681,9,1000,3,1
8682,3,700,2,0
8683,2,500,0,0
8684,5,437,3,1
8685,23,550,-2,2
8686,-3,600,0,0
8687,19,729,4,-5
8688,4,865,5,1
8689,5,700,3,1
8690,12,525,3,1
8691,1,525,0,0
8692,6,500,-2,0
8693,17,617,2,1
8694,21,450,3,4
8695,5,-4,-4,1
8696,18,812,3,-5
8697,20,88,4,5
8698,27,-4,-4,4
8699,28,4293,1,-5
8700,77,680,3,-5
8701,42,-4,3,-5
8702,36,-4,-4,-5
8703,68,-4,-4,-5
8704,16,800,0,2
8705,13,-4,-4,1
8706,22,841,3,2
8707,53,150,3,-5
8708,6,478,2,0
8709,-4,335,1,0
8710,-4,500,0,0
8711,17,700,2,-5
8712,-4,700,0,-5
8713,25,633,2,-5
8714,15,100,2,1
8715,29,432,3,-5
8716,79,333,3,-5
8717,43,863,3,-5
8718,84,630,4,-5
8719,21,325,3,-5
8720,32,385,0,-5
8721,24,809,3,-5
8722,69,650,0,2
8723,22,611,2,-5
8724,45,1000,3,-5
8725,29,-4,-4,1
8726,8,898,3,8
8727,11,735,3,1
8728,81,-4,0,-5
8729,96,-4,-4,-5
8730,4,500,0,-5
8731,6,360,2,-5
8732,-4,500,0,-5
8733,-4,388,0,-5
8734,57,437,3,-5
8735,80,-4,-4,-5
8736,23,-4,-4,-5
8737,2,-4,-4,-5
8738,49,510,0,-5
8739,15,670,0,-5
8740,69,520,2,1
8741,32,725,5,3
8742,70,833,4,-5
8743,49,1129,3,-5
8744,30,-4,-4,-5
8745,53,557,3,-5
8746,61,817,3,-5
8747,46,424,0,-5
8748,64,450,0,-5
8749,23,977,2,0
8750,27,500,2,-5
8751,25,650,4,-5
8752,39,995,3,-5
8753,14,575,3,-5
8754,17,700,2,-5
8755,4,900,3,-5
8756,47,566,3,-5
8757,8,465,0,-5
8758,59,1076,3,-5
8759,87,1600,4,4
8760,39,166,1,-5
8761,19,777,2,-5
8762,10,-4,-4,-5
8763,61,425,3,-5
8764,28,466,2,-5
8765,26,1050,1,-5
8766,13,-4,-4,-5
8767,5,385,0,-5
8768,91,843,5,-5
8769,79,1551,5,-5
8770,11,479,2,-5
8771,3,500,0,-5
8772,27,-5,-5,-5
8773,-4,200,3,-5
8774,99,933,3,-5
8775,84,1105,4,-5
8776,71,-4,4,-5
8777,53,532,3,-5
8778,37,700,0,-5
8779,61,600,2,-5
8780,23,878,4,-5
8781,27,928,3,-5
8782,90,1000,3,-5
8783,65,363,4,-5
8784,42,879,2,-5
8785,3,450,0,-5
8786,17,-4,-4,-5
8787,6,-4,-4,0
8788,49,-4,-4,-5
8789,1,55,3,1
8790,9,882,3,1
8791,11,555,0,2
8792,88,600,2,1
8793,52,935,4,1
8794,29,433,2,1
8795,45,-4,-4,-5
8796,65,1435,3,-5
8797,22,445,3,-5
8798,-4,500,3,-5
8799,26,700,3,-5
8800,22,500,1,-5
8801,54,-4,-4,-5
8802,23,566,3,-5
8803,3,437,1,-5
8804,48,700,4,-5
8805,43,1016,0,-5
8806,84,-5,-5,-5
8807,52,-4,5,-5
8808,15,750,3,-5
8809,15,375,3,-5
8810,12,775,0,0
8811,9,70,0,1
8812,3,-4,-4,0
8813,11,-4,-4,1
